朗诗万都玲珑樾
11条点评,在售 酒店式公寓 即将开盘 轨交房 低总价 综合体
,保利云禧
12条点评,待售 住宅 即将开盘 品牌开发商 轨交房 改善房
,龙湖北宸星座
3条点评,在售 酒店式公寓 即将开盘 轨交房 投资地产 公交枢纽
,京奥港未来墅
13条点评,待售 住宅 刚需房 改善房 新开盘 科技住宅
,绿地紫金中心商铺
10条点评,在售 轨交房 商场 投资地产 美食街
,金科观天下
10条点评,待售 别墅 改善房 投资地产 低密度 景区
,星叶枫庭项目
8条点评,待售 住宅 投资地产 刚需房 学校 品牌开发商
,万江共和新城
12条点评,在售 住宅 改善房 学校 菜市场 银行
,扬子江金茂悦
12条点评,待售 住宅 即将开盘 商场 婚房 改善房
,碧桂园凤凰城
201条点评,在售 住宅 刚需房 大型社区 低单价 学校
,溧水万达广场
20条点评,待售 住宅 商场 品牌开发商 大阳台 loft
,中电颐和府邸
24条点评,在售 商住 轨交房 改善房 商场 品牌开发商
,雅居乐长乐渡
27条点评,在售 别墅 轨交房 改善房 豪宅 品牌开发商
,绿地之窗
17条点评,在售 商住 轨交房 商场 美食街 loft
,中丞国宾府,在售 住宅 投资地产 改善房 低单价 商场
,汤城东郡广场,在售 酒店式公寓 投资地产 精装修 景区 银行
,新湖仙林翠谷
22条点评,在售 别墅 湖景 低密度 大阳台 大户型
,江岸景城
67条点评,在售 住宅 刚需房 大阳台 南北通透 低单价
,京东紫晶
59条点评,在售 商住 一梯三户 人车分流 大阳台 大客厅
,恒大雅苑
83条点评,在售 商住 刚需房 品牌开发商 大阳台 景观小区
,苏宁紫金嘉悦
23条点评,在售 商住 轨交房 酒店式公寓 学校 医院
,金陵雅颂居
27条点评,在售 住宅 轨交房 品牌开发商 大阳台 大客厅
,阳光帝景
17条点评,待售 别墅 低密度 大阳台 南北通透 双阳台
,鸿信云深处
16条点评,在售 别墅 投资地产 湖景 大阳台 大客厅
,帝景天誉
11条点评,在售 别墅 轨交房 改善房 商场 美食街
,碧桂园中央公园
12条点评,在售 住宅 新开盘 车位充足 地暖 投资地产
,宏图上水云锦
84条点评,待售 住宅 轨交房 改善房 投资地产 大阳台
,创源龙樾
10条点评,在售 住宅 刚需房 江景 车位充足 公交枢纽
,濠锋星钻
40条点评,在售 住宅 刚需房 商场 投资地产 大客厅
,碧桂园世纪城邦
52条点评,在售 住宅 品牌开发商 景观小区 南北通透 大户型
,溧水海伦国际
14条点评,在售 别墅 商场 投资地产 大阳台 南北通透
,金鼎湾如院
7条点评,待售 住宅 改善房 商场 投资地产 大阳台
,证大阅公馆
13条点评,在售 住宅 刚需房 科技住宅 新开盘 江景
,融创中南御园
13条点评,在售 住宅 改善房 投资地产 低单价 品牌开发商
,金牛湖度假中心
35条点评,在售 别墅 酒店式公寓 投资地产 低密度 运动健身
,钟山国际高尔夫
25条点评,待售 别墅 轨交房 低密度 大阳台 运动健身
,玄武湖金茂广场
24条点评,待售 住宅 轨交房 商场 豪宅 投资地产
,长江峰景
17条点评,待售 住宅 江景 人车分流 大阳台 南北通透
,弘阳时光山湖
10条点评,待售 住宅 轨交房 即将开盘 投资地产 品牌开发商
,四季金辉
60条点评,待售 住宅 即将开盘 学校 南北通透 社区超市
,天泽苑
25条点评,在售 住宅 轨交房 改善房 带网球场 投资地产
,明发阅山悦府
13条点评,在售 别墅 养老房 品牌开发商 低密度 车位充足
,中骏·六号街区
14条点评,在售 商住 刚需房 学校 投资地产 品牌开发商
,保利国际社区
33条点评,待售 住宅 轨交房 改善房 投资地产 江景
,建发紫悦广场
16条点评,在售 商住 轨交房 商场 酒店式公寓 学校
,宝华桃李春风
14条点评,待售 别墅 改善房 即将开盘 品牌开发商 低密度
,世茂荣里
66条点评,待售 住宅 改善房 豪宅 大客厅 南北通透
,皖投碧湖云溪
10条点评,待售 住宅 即将开盘 低单价 投资地产 车位充足
,证大喜玛拉雅中心
29条点评,在售 商住 轨交房 酒店式公寓 品牌开发商 广场
,紫晶美域
38条点评,在售 住宅 刚需房 改善房 即将开盘 投资地产
,紫金华府
67条点评,在售 住宅 轨交房 刚需房 改善房 商场
,通宇林景蘭园
11条点评,待售 住宅 刚需房 即将开盘 社区超市 大阳台
,中建国熙台
38条点评,在售 住宅 轨交房 学校 品牌开发商 大客厅
,绿都山与墅
11条点评,待售 别墅 豪宅 湖景 运动健身 高尔夫球场
,君悦花园
18条点评,待售 住宅 轨交房 刚需房 商场 大阳台
,保利玖公馆
10条点评,待售 住宅 即将开盘 改善房 低单价 景区
,汤城汇
30条点评,在售 商住 商场 复式 医院 车位充足
,乐基广场
10条点评,在售 商务公寓 轨交房 商场 酒店式公寓 精装修
,明发悦庭
18条点评,在售 商住 品牌开发商 复式 车位充足 单身公寓
,碧桂园伯爵山
16条点评,在售 住宅 改善房 投资地产 品牌开发商 一梯三户
,首创立方
37条点评,在售 商住 轨交房 复式 大阳台 南北通透
,东方万汇城
61条点评,在售 商住 轨交房 品牌开发商 大阳台 南北通透
,翠屏水晶广场
17条点评,在售 商住 酒店式公寓 江景 复式 车位充足
,中骏融信雍景台
10条点评,待售 商务公寓 即将开盘 刚需房 投资地产 学校
,武夷名仕园
90条点评,待售 住宅 刚需房 大阳台 大客厅 南北通透
,通宇林景尊园
12条点评,在售 住宅 轨交房 刚需房 品牌开发商 大阳台
,明发新城中心商铺,在售 轨交房 商场 学校 投资地产
,美林墅
18条点评,在售 别墅 轨交房 改善房 豪宅 投资地产
,观山悦
27条点评,在售 住宅 大阳台 飘窗 双卫 厨卫全明
,九龙湖别墅
32条点评,在售 别墅 轨交房 湖景 低密度 大阳台
,麒麟山庄
24条点评,待售 住宅 低密度 大客厅 南北通透 大平层
,尚峰尚水
8条点评,在售 别墅 改善房 豪宅 温泉 山景
,珠江翰林雅院
10条点评,在售 别墅 刚需房 商场 学校 投资地产
,湖滨一品苑
9条点评,在售 住宅 低密度 大阳台 大客厅 南北通透
,荣盛锦绣澜山
3条点评,待售 住宅 轨交房 刚需房 改善房 投资地产
,梁台煦府
32条点评,在售 住宅 刚需房 社区超市 南北通透 低单价
,龙海骏景
23条点评,在售 住宅 大阳台 南北通透 低单价 双阳台
,荣盛鹭岛荣府
99条点评,在售 住宅 商场 大阳台 大客厅 南北通透
,大华锦绣华城
166条点评,在售 别墅 刚需房 改善房 商场 学校
,星叶瑜憬湾
37条点评,在售 住宅 轨交房 学校 大阳台 大客厅
,海尔双湖壹号公馆
10条点评,在售 住宅 改善房 学校 景观小区 大客厅
,锦隆御山墅
11条点评,在售 别墅 改善房 即将开盘 投资地产 低密度
,蓝天星港花园
16条点评,在售 住宅 刚需房 人工湖 精装修 车位充足
,深业滨江半岛
46条点评,在售 住宅 江景 品牌开发商 大阳台 南北通透
,绿城深蓝
14条点评,待售 住宅 轨交房 投资地产 品牌开发商 精装修
,富力十号往来
26条点评,在售 别墅 改善房 商场 豪宅 投资地产
,紫晶未来城四方铺
1条点评,在售 轨交房 商场 投资地产 车位充足
,龙湖春江郦城
65条点评,待售 别墅 轨交房 改善房 湖景 低密度
,瑞安翠湖山
15条点评,在售 别墅 低密度 南北通透 菜市场 社区超市
,彩虹城
36条点评,在售 住宅 刚需房 社区超市 南北通透 低单价
,恒大江北帝景
13条点评,在售 住宅 新开盘 品牌开发商 大阳台 大客厅
,升龙河西公馆
46条点评,在售 商住 轨交房 商场 南北通透 综合体
,中国铁建青秀城
72条点评,待售 住宅 轨交房 刚需房 即将开盘 品牌开发商
,南京碧桂园
167条点评,待售 住宅 南北通透 大平层 三房朝南 双卫
,同城世家
14条点评,在售 别墅 商场 大阳台 大客厅 大平层
,荣鼎幸福城
68条点评,待售 住宅 轨交房 刚需房 即将开盘 商场
,德基世界贸易中心
21条点评,在售 商住 轨交房 商场 豪宅 大阳台
,高科荣境
28条点评,在售 住宅 轨交房 改善房 商场 学校
,花样年喜年中心
33条点评,在售 商住 轨交房 品牌开发商 loft 大客厅
,嘉恒有山
30条点评,在售 住宅 轨交房 刚需房 低密度 低单价
,金浦紫御东方
22条点评,在售 住宅 轨交房 刚需房 投资地产 品牌开发商
,山水云房
16条点评,在售 住宅 投资地产 低密度 大阳台 大客厅
,南京金奥缤润汇
34条点评,在售 商住 轨交房 商场 酒店式公寓 投资地产
,东原亲山
13条点评,在售 别墅 改善房 低密度 景区 山景
,喜之郎丽湖湾
18条点评,待售 住宅 刚需房 南北通透 低单价 洋房
,明发珍珠泉9号
7条点评,在售 别墅 投资地产 低密度 大阳台 大客厅
,康利华府
19条点评,待售 住宅 大阳台 南北通透 低单价 菜市场
,仙林印象
18条点评,在售 住宅 刚需房 学校 投资地产 南北通透
,牧龙原墅
18条点评,在售 别墅 人车分流 人工湖 低密度 景观小区
,中航金城1号
53条点评,待售 住宅 轨交房 学校 低密度 大阳台
,罗托鲁拉小镇
25条点评,在售 住宅 改善房 人车分流 低密度 大阳台
,和昌仙林国际
17条点评,在售 住宅 刚需房 即将开盘 商场 游乐园
,朗诗未来家
131条点评,待售 商住 投资地产 单身公寓 低单价 低总价
,凤凰小镇
51条点评,待售 住宅 学校 大阳台 高尔夫球场 大客厅
,金浦御龙湾
44条点评,待售 住宅 轨交房 改善房 医院 大客厅
,通宇林景象山墅院
12条点评,在售 别墅 轨交房 养老房 品牌开发商 医院
,恒盛金陵湾
57条点评,在售 住宅 轨交房 学校 大阳台 大客厅
,藏珑谷山庄
9条点评,在售 别墅 养老房 投资地产 大阳台 景观小区
,善水湾
53条点评,待售 住宅 学校 大阳台 医院 大客厅
,雅居乐林语城
22条点评,待售 住宅 刚需房 南北通透 低单价 社区超市
,景枫你山
29条点评,待售 别墅 投资地产 低密度 大阳台 南北通透
,东骏悦府
36条点评,在售 商住 刚需房 学校 医院 婚房
,保利天悦
16条点评,待售 住宅 轨交房 改善房 商场 品牌开发商
,中粮祥云
47条点评,待售 住宅 轨交房 刚需房 改善房 商场
,招商国际E城
39条点评,在售 商业街 商场 投资地产 品牌开发商 车位充足
,星叶羊山湖花园
11条点评,待售 住宅 轨交房 低密度 大客厅 婚房
,长江会
12条点评,待售 商住 轨交房 商场 酒店式公寓 豪宅
,亚泰山语湖
41条点评,待售 住宅 轨交房 品牌开发商 大阳台 低密度
,御珑湾理想城
11条点评,待售 酒店式公寓 轨交房 刚需房 投资地产 单身公寓
,弘阳时光里
95条点评,在售 商住 轨交房 刚需房 品牌开发商 婚房
,创客
11条点评,在售 商住 商场 投资地产 医院 大客厅
,绿地海悦
13条点评,待售 住宅 科技住宅 改善房 商场 江景
,中杭国际花园
7条点评,待售 住宅 低单价 商场 综合体 大型超市
,恒辉假日广场
53条点评,在售 住宅 商场 学校 人车分流 复式
,万悦城
39条点评,待售 住宅 学校 大阳台 医院 大客厅
,福晟庭院
9条点评,待售 别墅 大阳台 大客厅 南北通透 低单价
,双富嘉园
13条点评,待售 住宅 大阳台 大客厅 南北通透 低单价
,万景佳苑
9条点评,待售 住宅 刚需房 婚房 低单价 社区超市
,金山府
6条点评,待售 别墅 养老房 豪宅 景观小区 大户型
,瑞景叶泊蓝山
14条点评,在售 别墅 改善房 豪宅 投资地产 低密度
,中宏万家广场
27条点评,待售 住宅 刚需房 投资地产 大阳台 大客厅
,绿城桃花源
10条点评,待售 别墅 改善房 温泉 豪宅 品牌开发商
,山河水
8条点评,在售 别墅 改善房 带网球场 投资地产 低密度
,碧桂园仙林云墅
5条点评,在售 别墅 改善房 投资地产 品牌开发商 大阳台
,石林中心城
38条点评,待售 住宅 轨交房 刚需房 商场 大阳台
,福基九龙新城
15条点评,待售 住宅 轨交房 刚需房 商场 学校
,森湖溪谷
7条点评,待售 别墅 大阳台 大客厅 南北通透 大平层
,浦潮创立方
3条点评,在售 办公楼 学校 投资地产 医院 银行
,骋望七里楠花园
53条点评,在售 住宅 大阳台 南北通透 低单价 全朝南
,南京越洋国际商务中心,在售 办公楼 轨交房 投资地产 医院 车位充足
,万和尊邸,在售 办公楼 轨交房 投资地产 湖景 医院
,绿城云栖玫瑰园
11条点评,待售 住宅 改善房 景观小区 豪宅 洋房
,碧桂园中天东方骏庭
8条点评,待售 住宅 刚需房 改善房 大型社区 山景
,南京建邺吾悦广场
10条点评,待售 商住
,润和创智中心
2条点评,在售 办公楼 轨交房 学校 投资地产 银行
,明发碧桂园桃源观澜
10条点评,待售 住宅 投资地产 湖景 品牌开发商 低单价
,苏宁睿城慧谷中心,在售 办公楼 轨交房 投资地产 医院 银行
,世纪天城
5条点评,待售 别墅 改善房 学校 养老房 投资地产
,福中智慧城
1条点评,待售 办公楼 轨交房 学校 投资地产 江景
,万宇汽车五金博览中心
10条点评,在售 店铺 游乐园 美食街 运动健身 银行
,恒大翡翠华庭
58条点评,在售 住宅 轨交房 改善房 品牌开发商 大阳台
,苏宁名都花园
17条点评,在售 商住 轨交房 学校 投资地产 大阳台
,东方曼园
28条点评,待售 住宅 刚需房 学校 大阳台 南北通透
,大发融悦
44条点评,在售 住宅 轨交房 学校 低密度 大阳台
,远洋心里
36条点评,待售 住宅 刚需房 投资地产 品牌开发商 大客厅
,高科紫微堂
1条点评,待售 别墅 轨交房 改善房 学校 湖景
,大吉公元
24条点评,待售 别墅 改善房 养老房 豪宅 投资地产
,复地御钟山
41条点评,待售 住宅 轨交房 大阳台 大客厅 大平层
,福爵花语城
5条点评,在售 别墅 改善房 即将开盘 学校 投资地产
,汤山鎏园
11条点评,在售 别墅 改善房 温泉 养老房 大阳台
,鲁能泰山7号院
33条点评,在售 别墅 轨交房 改善房 品牌开发商 低密度
,高淳碧桂园
35条点评,待售 住宅 大阳台 南北通透 低单价 大型社区
,南京涵碧楼
22条点评,在售 商住 商场 酒店式公寓 江景 医院
,中海桃源里
14条点评,在售 住宅 改善房 商场 江景 品牌开发商
,Free自由度
1条点评,在售 酒店式公寓 商场 投资地产 车位充足 大型超市
,百家汇科技社区
3条点评,在售 办公楼 轨交房 投资地产 车位充足 公交枢纽
,天悦容城
5条点评,在售 住宅 投资地产 刚需房 学校 医院
,MAX科技园,在售 办公楼 轨交房 学校 人工湖 景区
,金轮星立方
10条点评,在售 办公楼 轨交房 投资地产 美食街 银行
,神州智慧天地南京麒麟智慧园,在售 办公楼 投资地产 河景 银行 公园
,南京滨江总部基地商务区,在售 办公楼 轨交房 投资地产 江景 大型超市
,河西金茂府
12条点评,待售 住宅 轨交房
,泰禾南京院子
18条点评,待售 别墅 轨交房 改善房 即将开盘 豪宅
,湖南路地下商业街
12条点评,在售 商业街 轨交房 投资地产 湖景 美食街
,香江黄金时代,待售 住宅 刚需房 低单价 投资地产 医院
,顾家欧亚达商业广场
3条点评,在售 店铺 商场 投资地产 美食街 广场
,星智汇商务花园,在售 办公楼 轨交房 学校 投资地产 银行
,金隅紫京叠院
10条点评,待售 住宅 改善房 景区 投资地产 景观小区
,南京金奥国际商务中心,在售 办公楼 轨交房 投资地产 美食街 医院
,南京五洲星世纪商贸城
8条点评,待售 店铺 商场 投资地产 美食街 广场
,软件谷科创城,待售 办公楼
,溧都桂苑
11条点评,待售 别墅 人工湖 低密度 景观小区 车位充足
,浦泰和天下
45条点评,在售 住宅 轨交房 学校 医院 大客厅
,翠屏诚园
86条点评,在售 住宅 轨交房 投资地产 低密度 大阳台
,仁恒绿洲新岛
41条点评,待售 住宅 轨交房 改善房 豪宅 江景
,恒通国际,在售 办公楼 学校 投资地产 河景 银行
,中南锦苑
55条点评,在售 商住 轨交房 学校 大阳台 医院
,国信自然天城
10条点评,待售 别墅 改善房 豪宅 湖景 低密度
,恒建金陵美域
22条点评,待售 住宅 即将开盘 学校 人车分流 大阳台
,佳兆业城市广场
19条点评,待售 住宅 大阳台 大客厅 南北通透 使用面积多
,明发桃源香颂
10条点评,在售 住宅 改善房 学校 投资地产 品牌开发商
,九霄梦天地
17条点评,在售 商住 轨交房 酒店式公寓 学校 复合地产
,富力星光里
11条点评,在售 商住 即将开盘 酒店式公寓 医院 大型超市
,福源名居
14条点评,在售 别墅 投资地产 低密度 大阳台 大客厅
,钟山颐府
6条点评,待售 住宅 轨交房
,垠领城市街区
18条点评,待售 住宅 低密度 大阳台 南北通透 低单价
,碧桂园华东科技新城
1条点评,在售 商务公寓 投资地产 美食街 车位充足 运动健身
,创源无想墅
9条点评,待售 别墅 大阳台 阁楼 大户型 双阳台
,南京星世界中心
11条点评,在售 商住 酒店式公寓 复式 loft 综合体
,碧桂园仙林东郡
31条点评,待售 住宅 刚需房 投资地产 大阳台 大客厅
,龙湖春江紫宸
68条点评,待售 住宅 品牌开发商 大阳台 景观小区 大客厅
,南京金融城
10条点评,在售 办公楼 轨交房 商场 投资地产 银行
,金地中心菁华
1条点评,在售 酒店式公寓 商场 投资地产 品牌开发商 人车分流
,万科安品園舍
12条点评,待售 别墅 轨交房 改善房 学校 豪宅
,凤凰和睿大厦,在售 办公楼 轨交房 商场 学校 投资地产
,扬子科创总部基地
5条点评,在售 办公楼 学校 投资地产 低单价 银行
,新城樾府
1条点评,在售 住宅 刚需房 河景 菜市场 大型超市
,御沁园三期
16条点评,在售 住宅 美食街 复式 大客厅 南北通透
,紫晶未来城荣寓
13条点评,在售 办公楼 轨交房
,南京常发广场,在售 办公楼
,紫荆国际公寓
14条点评,售罄 商住 商场 酒店式公寓 复式 医院
,恒大龙珺
37条点评,售罄 住宅 轨交房 改善房 品牌开发商 精装修
,中南锦城
35条点评,售罄 住宅 学校 新开盘 大阳台 医院
,大山地
13条点评,售罄 别墅 大阳台 大客厅 复合地产 南北通透
,百家湖艺术公馆
47条点评,售罄 住宅 大客厅 景区 大主卧 双卫
,证大大拇指广场
18条点评,售罄 商住 商场 酒店式公寓 学校 医院
,城开新都雅苑
58条点评,售罄 住宅 轨交房 即将开盘 大阳台 南北通透
,弘阳春上西江
24条点评,售罄 住宅 即将开盘 学校 人工湖 医院
,金盛田阳光青城
23条点评,售罄 住宅 轨交房 大阳台 大客厅 南北通透
,凯阳花园
13条点评,售罄 住宅 刚需房 低密度 大客厅 南北通透
,仁恒江湾城
27条点评,售罄 住宅 学校 大阳台 医院 大客厅
,百利广场
20条点评,售罄 商住 人车分流 南北通透 菜市场 社区超市
,斯亚云府
9条点评,售罄 住宅 改善房 车位充足 运动健身 菜市场
,金瓴湾
21条点评,售罄 住宅 商场 投资地产 美食街 大阳台
,招商依云郡
37条点评,售罄 住宅 大阳台 大客厅 南北通透 双卫
,都市羲和
19条点评,售罄 住宅 商场 大阳台 医院 大客厅
,凤麟水苑
27条点评,售罄 住宅 刚需房 改善房 投资地产 大阳台
,绿野仙踪
14条点评,售罄 别墅 改善房 豪宅 投资地产 低密度
,盘金华府
13条点评,售罄 住宅 轨交房 商场 学校 大阳台
,中山首府
9条点评,售罄 住宅 学校 品牌开发商 复式 大阳台
,东紫园
13条点评,售罄 别墅 南北通透 菜市场 银行 公园
,华辉秦淮湾
12条点评,售罄 住宅 即将开盘 人车分流 广场 双阳台
,苏宁雅居
7条点评,售罄 商住 学校 美食街 大阳台 医院
,招商紫金山1号,售罄 住宅 复式 大阳台 医院 南北通透
,协众水岸风华
19条点评,售罄 住宅 刚需房 商场 菜市场 使用面积多
,莱蒙水榭阳光
57条点评,售罄 住宅 刚需房 改善房 大阳台 医院
,凯铂精品酒店
39条点评,售罄 商住 商场 酒店式公寓 投资地产 单身公寓
,金地自在城
2条点评,售罄 商住 大阳台 大客厅 南北通透 大型社区
,天正天御溪岸
18条点评,售罄 商住 酒店式公寓 投资地产 单身公寓 loft
,中海万锦熙岸
21条点评,售罄 住宅 商场 学校 品牌开发商 大阳台
,招商1872财富广场
10条点评,待售 购物中心 轨交房 即将开盘 投资地产 美食街
,康缘智汇港,待售 办公楼 轨交房 商场 投资地产 精装修
,元枫国际
10条点评,在售 办公楼 轨交房 商场 学校 投资地产
,中山路99号,在售 办公楼
,明发外滩中心
11条点评,在售 商业街 轨交房 学校 美食街 江景
,富力水街坊
11条点评,在售 店铺 投资地产 单身公寓 菜市场 银行
,升龙桃花园著项目
6条点评,待售 别墅 轨交房 非毛坯
,佛手湖森林庄园项目
9条点评,待售 别墅 养老房 豪宅 景区 旅游地产
,当代万国府ΜΟΜΛ项目
6条点评,待售 住宅
,荣盛隽峰项目
17条点评,待售 住宅 游乐园 品牌开发商 人工湖 医院
,五矿澜悦方山居项目
1条点评,待售 住宅 改善房 山景 学校 投资地产
,中骏·六号街区商铺项目
17条点评,待售 店铺 学校 投资地产 品牌开发商 银行
,红豆香江华庭项目,待售 住宅 刚需房 投资地产 品牌开发商 低单价
,东原地产地块,待售 住宅 轨交房
,溧水花样年地块,待售 商住
,北京城建江浦G48地块,待售 住宅 轨交房
,厦门建发溧水G19地块,待售 住宅
,通宇林景紫园项目
10条点评,待售 住宅
,爱涛天禧明庭项目
13条点评,待售 住宅 学校 医院 菜市场 公园
,首建中心项目
5条点评,待售 办公楼 轨交房
,北岸新城项目
13条点评,待售 住宅 刚需房 投资地产 婚房 低单价
,南京环球贸易广场项目,待售 办公楼 轨交房 投资地产 美食街 大型超市
,融创南京桃花源项目
10条点评,待售 别墅 改善房 养老房 低密度 景观小区
,智汇老山项目
10条点评,待售 商务公寓 投资地产 景区 银行 公园
,蓝天慧融花园项目
8条点评,待售 住宅 低单价 刚需房 投资地产 学校
